id,value
Sample,
Sample.Topic 0,
Sample.Topic 0.lemongrass,0.007270151
Sample.Topic 0.father,0.0065048467
Sample.Topic 0.scratch,0.006184072
Sample.Topic 0.reviewer,0.005773579
Sample.Topic 0.pasties,0.005719764
Sample.Topic 0.til,0.0056409384
Sample.Topic 0.dairy,0.0055279215
Sample.Topic 0.manage,0.005427852
Sample.Topic 0.tiramisu,0.0054198774
Sample.Topic 0.boat,0.005390761
Sample.Topic 0.dang,0.0053039542
Sample.Topic 0.yard,0.005046925
Sample.Topic 0.tooth,0.00477626
Sample.Topic 0.appeal,0.00435177
Sample.Topic 0.almonds,0.0041952454
Sample.Topic 1,
Sample.Topic 1.korean,0.02945752
Sample.Topic 1.japanese,0.015753357
Sample.Topic 1.bellagio,0.010580137
Sample.Topic 1.brazilian,0.008267108
Sample.Topic 1.naan,0.008041746
Sample.Topic 1.crunchy,0.0063135223
Sample.Topic 1.empanadas,0.0059951292
Sample.Topic 1.chinatown,0.0059353868
Sample.Topic 1.pizzas,0.005864299
Sample.Topic 1.lo,0.0051353346
Sample.Topic 1.risotto,0.0049134158
Sample.Topic 1.fountains,0.004508889
Sample.Topic 1.stumbled,0.0038085708
Sample.Topic 1.palace,0.0036899282
Sample.Topic 1.francisco,0.0035955622
Sample.Topic 2,
Sample.Topic 2.great,0.01661229
Sample.Topic 2.place,0.010346519
Sample.Topic 2.good,0.009283245
Sample.Topic 2.sushi,0.00852823
Sample.Topic 2.love,0.007946754
Sample.Topic 2.beer,0.007223348
Sample.Topic 2.service,0.0071197622
Sample.Topic 2.authentic,0.006587383
Sample.Topic 2.vietnamese,0.0062569883
Sample.Topic 2.best,0.0058814473
Sample.Topic 2.atmosphere,0.0056777424
Sample.Topic 2.bar,0.0053252415
Sample.Topic 2.friendly,0.0051916046
Sample.Topic 2.staff,0.0050306106
Sample.Topic 2.happy,0.004721029
Sample.Topic 3,
Sample.Topic 3.good,0.007657163
Sample.Topic 3.place,0.0058371867
Sample.Topic 3.great,0.0057496484
Sample.Topic 3.chicken,0.005053633
Sample.Topic 3.pho,0.0044351825
Sample.Topic 3.really,0.00435171
Sample.Topic 3.delicious,0.0043309163
Sample.Topic 3.like,0.004302977
Sample.Topic 3.service,0.0040442697
Sample.Topic 3.try,0.004006322
Sample.Topic 3.just,0.0039655883
Sample.Topic 3.best,0.0038996649
Sample.Topic 3.love,0.0037521233
Sample.Topic 3.sushi,0.0037293127
Sample.Topic 3.salad,0.003728545
Sample.Topic 4,
Sample.Topic 4.vegan,0.042242005
Sample.Topic 4.dates,0.03041308
Sample.Topic 4.bagel,0.017159209
Sample.Topic 4.bagels,0.016193047
Sample.Topic 4.gyros,0.015402588
Sample.Topic 4.dumplings,0.012467302
Sample.Topic 4.cucumber,0.011844564
Sample.Topic 4.candy,0.006911748
Sample.Topic 4.pricy,0.0065204296
Sample.Topic 4.guinness,0.0063598645
Sample.Topic 4.wontons,0.005987677
Sample.Topic 4.discount,0.005953926
Sample.Topic 4.receive,0.0055297767
Sample.Topic 4.occasions,0.0053602196
Sample.Topic 4.fishy,0.0047281394
Sample.Topic 5,
Sample.Topic 5.crepe,0.02226846
Sample.Topic 5.ayce,0.021512834
Sample.Topic 5.spanish,0.013898573
Sample.Topic 5.frites,0.010193856
Sample.Topic 5.brie,0.0066338894
Sample.Topic 5.jimmy,0.006188563
Sample.Topic 5.nom,0.005659373
Sample.Topic 5.student,0.0055574644
Sample.Topic 5.http,0.0055285613
Sample.Topic 5.delight,0.0054438836
Sample.Topic 5.www,0.005367038
Sample.Topic 5.peaks,0.0052426434
Sample.Topic 5.patient,0.0050212718
Sample.Topic 5.com,0.0045181005
Sample.Topic 5.hooked,0.0044967695
Sample.Topic 6,
Sample.Topic 6.smoothie,0.0090134805
Sample.Topic 6.bakery,0.0060353843
Sample.Topic 6.gem,0.0054121423
Sample.Topic 6.chat,0.0050677313
Sample.Topic 6.vegan,0.0048767244
Sample.Topic 6.confused,0.004855681
Sample.Topic 6.rainbow,0.0047075264
Sample.Topic 6.plantains,0.0045346813
Sample.Topic 6.ill,0.004429055
Sample.Topic 6.brazil,0.0043139006
Sample.Topic 6.cornbread,0.004110354
Sample.Topic 6.poisoning,0.0038968667
Sample.Topic 6.overwhelmed,0.0038377298
Sample.Topic 6.carts,0.0037752446
Sample.Topic 6.fridge,0.0037128602
Sample.Topic 7,
Sample.Topic 7.place,0.006205949
Sample.Topic 7.good,0.0053773443
Sample.Topic 7.service,0.005095022
Sample.Topic 7.time,0.0049703387
Sample.Topic 7.just,0.004850302
Sample.Topic 7.like,0.004594368
Sample.Topic 7.great,0.00422856
Sample.Topic 7.really,0.003876408
Sample.Topic 7.order,0.0033659008
Sample.Topic 7.restaurant,0.0033219403
Sample.Topic 7.don,0.0032413956
Sample.Topic 7.people,0.0032071965
Sample.Topic 7.table,0.0030819264
Sample.Topic 7.didn,0.0029404159
Sample.Topic 7.got,0.002935355
Sample.Topic 8,
Sample.Topic 8.tofu,0.032703593
Sample.Topic 8.sashimi,0.020681769
Sample.Topic 8.smoothies,0.012323339
Sample.Topic 8.hawaii,0.012040937
Sample.Topic 8.al,0.007677298
Sample.Topic 8.aria,0.0066515133
Sample.Topic 8.plaza,0.005953907
Sample.Topic 8.lentil,0.005288057
Sample.Topic 8.asada,0.005215039
Sample.Topic 8.7pm,0.004576046
Sample.Topic 8.starbucks,0.004441458
Sample.Topic 8.act,0.0043664523
Sample.Topic 8.eggrolls,0.004214437
Sample.Topic 8.gnocchi,0.0041344585
Sample.Topic 8.festival,0.0041155852
Sample.Topic 9,
Sample.Topic 9.pita,0.037952058
Sample.Topic 9.filipino,0.027096206
Sample.Topic 9.catfish,0.012210975
Sample.Topic 9.kim,0.010463731
Sample.Topic 9.almond,0.0103732385
Sample.Topic 9.hummus,0.009637316
Sample.Topic 9.beet,0.00876032
Sample.Topic 9.combinations,0.0081253005
Sample.Topic 9.veal,0.007509903
