id,value
Sample,
Sample.Topic 0,
Sample.Topic 0.good,0.24395840094991145
Sample.Topic 0.great,0.2253712881397996
Sample.Topic 0.place,0.21863264102964075
Sample.Topic 0.service,0.16261844887891827
Sample.Topic 0.like,0.14262495030789848
Sample.Topic 0.just,0.13957748603810033
Sample.Topic 0.really,0.13413543936759953
Sample.Topic 0.time,0.12918158124012377
Sample.Topic 0.love,0.10719352014073465
Sample.Topic 0.chicken,0.09790097452188397
Sample.Topic 0.nice,0.09746014778423365
Sample.Topic 0.ve,0.09598045775631736
Sample.Topic 0.ordered,0.09430982099417444
Sample.Topic 0.best,0.09345136149106116
Sample.Topic 0.restaurant,0.09220007011149829
Sample.Topic 1,
Sample.Topic 1.great,-0.7467572417855216
Sample.Topic 1.service,-0.22867301133342133
Sample.Topic 1.love,-0.15622996439362277
Sample.Topic 1.place,-0.1384086020844342
Sample.Topic 1.atmosphere,-0.12824678227163452
Sample.Topic 1.ordered,0.10848679483420137
Sample.Topic 1.just,0.10402028153215095
Sample.Topic 1.like,0.10385106713030824
Sample.Topic 1.friendly,-0.09773099882965049
Sample.Topic 1.got,0.08947213688324433
Sample.Topic 1.order,0.08835086106267115
Sample.Topic 1.awesome,-0.08702517037653965
Sample.Topic 1.staff,-0.08637539832005633
Sample.Topic 1.came,0.08323412457067406
Sample.Topic 1.didn,0.08217431186169032
Sample.Topic 2,
Sample.Topic 2.pizza,-0.8310867512066067
Sample.Topic 2.love,-0.20353903188689496
Sample.Topic 2.great,0.16727235469040583
Sample.Topic 2.good,-0.15310945168249993
Sample.Topic 2.crust,-0.13070908519848262
Sample.Topic 2.service,0.11937876143794486
Sample.Topic 2.place,-0.11481184119584638
Sample.Topic 2.sushi,0.09051500212786955
Sample.Topic 2.best,-0.07746459222165138
Sample.Topic 2.came,0.0693116693707876
Sample.Topic 2.table,0.0665667116219854
Sample.Topic 2.wings,-0.06237585718451723
Sample.Topic 2.minutes,0.06020328215766244
Sample.Topic 2.server,0.059402111872647996
Sample.Topic 2.cheese,-0.05662835091262579
Sample.Topic 3,
Sample.Topic 3.good,-0.8238597801704053
Sample.Topic 3.love,0.22707516325612834
Sample.Topic 3.service,-0.17309247733580518
Sample.Topic 3.pretty,-0.1307762453549259
Sample.Topic 3.pizza,0.12148091057861386
Sample.Topic 3.great,0.117020379858467
Sample.Topic 3.really,-0.11116828999005479
Sample.Topic 3.amazing,0.10139047562598602
Sample.Topic 3.best,0.08044549023365659
Sample.Topic 3.place,0.07812723084500481
Sample.Topic 3.delicious,0.07574370023112803
Sample.Topic 3.time,0.07373570168234679
Sample.Topic 3.nice,-0.07220958504472501
Sample.Topic 3.order,0.06782239172179443
Sample.Topic 3.prices,-0.06453427428336034
Sample.Topic 4,
Sample.Topic 4.love,-0.48402349777735904
Sample.Topic 4.pizza,0.3996988501111065
Sample.Topic 4.place,-0.2964645798373383
Sample.Topic 4.great,0.2516118678024117
Sample.Topic 4.service,0.2209531482942932
Sample.Topic 4.best,-0.1337952211987681
Sample.Topic 4.sushi,-0.13309913278272414
Sample.Topic 4.minutes,0.13030289756954447
Sample.Topic 4.table,0.10224271598535155
Sample.Topic 4.came,0.10149298929929249
Sample.Topic 4.chicken,-0.10068276115745693
Sample.Topic 4.favorite,-0.09145543452280597
Sample.Topic 4.server,0.0909122518373132
Sample.Topic 4.amazing,-0.08857702873444505
Sample.Topic 4.ordered,0.08559351562260312
Sample.Topic 5,
Sample.Topic 5.chicken,-0.3066974382651637
Sample.Topic 5.place,0.2707149975174835
Sample.Topic 5.great,-0.266084010431661
Sample.Topic 5.sushi,0.23159091321868663
Sample.Topic 5.burger,-0.19577890633730927
Sample.Topic 5.bar,0.1866909797953804
Sample.Topic 5.sandwich,-0.16207957228655687
Sample.Topic 5.salad,-0.15626864357530437
Sample.Topic 5.fries,-0.152402263570272
Sample.Topic 5.sauce,-0.14370109752908516
Sample.Topic 5.hour,0.13837434059105733
Sample.Topic 5.cheese,-0.13617246143858944
Sample.Topic 5.love,0.12185826938949601
Sample.Topic 5.delicious,-0.11715543653190133
Sample.Topic 5.happy,0.11659329533506521
Sample.Topic 6,
Sample.Topic 6.burger,0.5963129471595494
Sample.Topic 6.sushi,-0.45069473498073986
Sample.Topic 6.fries,0.24227141065053082
Sample.Topic 6.burgers,0.19452192299183904
Sample.Topic 6.buffet,-0.17273446073439225
Sample.Topic 6.chicken,-0.1303672370825146
Sample.Topic 6.rolls,-0.12229841446547969
Sample.Topic 6.roll,-0.1216054694016678
Sample.Topic 6.rice,-0.11524892547057702
Sample.Topic 6.place,0.11002281371264439
Sample.Topic 6.love,0.10180260377043121
Sample.Topic 6.beer,0.09704907331342726
Sample.Topic 6.bar,0.08777594591177428
Sample.Topic 6.thai,-0.0822812070892841
Sample.Topic 6.fresh,-0.08104636116239232
Sample.Topic 7,
Sample.Topic 7.sushi,0.5795468205843606
Sample.Topic 7.burger,0.49113497239882836
Sample.Topic 7.breakfast,-0.2799739010414243
Sample.Topic 7.fries,0.18194111559956602
Sample.Topic 7.burgers,0.1442142714314023
Sample.Topic 7.coffee,-0.13998317476000835
Sample.Topic 7.roll,0.13772645070608133
Sample.Topic 7.rolls,0.12969701807225384
Sample.Topic 7.pizza,0.12374898214249966
Sample.Topic 7.buffet,0.11948795819536055
Sample.Topic 7.sandwich,-0.10296553762157915
Sample.Topic 7.wings,0.10261728472595988
Sample.Topic 7.good,-0.09368151392277219
Sample.Topic 7.eggs,-0.08590022593018912
Sample.Topic 7.place,-0.08442085346638457
Sample.Topic 8,
Sample.Topic 8.breakfast,-0.3919757498545016
Sample.Topic 8.happy,0.3143434805828657
Sample.Topic 8.hour,0.2968779812497317
Sample.Topic 8.buffet,-0.22251676761284528
Sample.Topic 8.best,-0.19458581113182258
Sample.Topic 8.burger,-0.1932547075719889
Sample.Topic 8.wings,0.18791990565488767
Sample.Topic 8.chicken,0.1809130889498996
Sample.Topic 8.vegas,-0.1736736141317059
